account_name,isin,accounting_year,g_S1,g_S2,FACTSET_ENTITY_ID
"Marvell Technology Group, Ltd.",BMG5876H1051,2015,1575.0,44325,002WDD-E
Masco Corporation,US5745991068,2015,98359.0,198646,000PHP-E
"Marui Group Co., Ltd.",JP3870400003,2015,16187.0,,05HWG4-E
Massmart Holdings Ltd,ZAE000152617,2015,44056.69,456023.6,05J0GH-E
MasterCard Incorporated,US57636Q1040,2015,2798.0,43335,0038M5-E
Mazda Motor Corporation,JP3868400007,2015,131700.0,643600,05HWJ0-E
Maurel Et Prom,FR0000051070,2015,162950.0,548,05J2VG-E
"Mattel, Inc.",US5770811025,2015,11641.38,194451.52,000PK1-E
McBride plc,GB0005746358,2015,9081.0,48494,05J2KQ-E
"McCormick & Company, Incorporated",US5797802064,2015,20441.0,75866,000PLG-E
McDonald's Corporation,US5801351017,2015,221553.0,2040813,000PLS-E
S&P Global,US78409V1044,2015,7448.0,42951,000PLZ-E
Express Scripts Holding Company,US30219G1085,2015,33074.0,22402,0013VD-E
Express Scripts Holding Company,US30219G1085,2015,33074.0,22402,00DGRF-E
Meda AB,SE0000221723,2015,17379.0,9587,05J59X-E
MediaTek,TW0002454006,2015,307.0,25658,05HWGQ-E
Mediclinic International,ZAE000074142,2015,23841.37,159570.94,05J0LS-E
Mediobanca,IT0000062957,2015,977.0,0,05HG7W-E
Medtronic PLC,IE00BTN1Y115,2015,99426.0,341668,0DRH2W-E
Medtronic PLC,IE00BTN1Y115,2015,99426.0,341668,000PP9-E
Meggitt,GB0005758098,2015,37796.0,94278,002K5P-E
Merck KGaA,DE0006599905,2015,327261.0,191198,001L0T-E
"Merck & Co., Inc.",US58933Y1055,2015,864600.0,588300,000PQC-E
"MetLife, Inc.",US59156R1086,2015,10225.0,52729,002PV7-E
Methanex Corporation,CA59151K1084,2015,3.674861e6,131370,000PVY-E
Ceconomy AG,DE0007257503,2015,871837.0,1495710,05HFSY-E
Ceconomy AG,DE0007257503,2015,871837.0,1495710,0GWZQH-E
Metcash,AU000000MTS0,2015,8530.0,85527,063FG7-E
Michelin,FR0000121261,2015,1.628647e6,1935725,05HGJH-E
Metro Inc.,CA59162N1096,2015,220216.0,62187,003VJL-E
Metro Inc.,CA59162N1096,2015,220216.0,62187,05HBH2-E
Metso,FI0009007835,2015,30896.0,96366,002CKG-E
MGM Resorts International,US5529531015,2015,230893.0,695698,000PYP-E
Microchip Technology,US5950171042,2015,192854.0,179731,000PZP-E
"Micron Technology, Inc.",US5951121038,2015,1.415287e6,1619355,000PZY-E
Microsoft Corporation,US5949181045,2015,90568.0,1637429,000Q07-E
Millennium & Copthorne Hotels,GB0005622542,2015,60543.0,296906,05HX4R-E
Millicom International Cellular SA,SE0001174970,2015,74680.0,125384,001KGB-E
Mirvac Group,AU000000MGR9,2015,9867.0,67511,05HX14-E
"Mitsubishi Heavy Industries, Ltd.",JP3900000005,2015,185951.0,606087,05HWCH-E
MITIE Group,GB0004657408,2015,38688.0,2763,05HZ2V-E
Mitsubishi Materials Corporation,JP3903000002,2015,1.0415831e7,0,05HWM5-E
Mitsubishi Chemical Holdings Corporation,JP3897700005,2015,8.65e6,7692000,063DN9-E
Mitsubishi Electric Corporation,JP3902400005,2015,366000.0,930000,05HWCQ-E
"Mitsui Chemicals, Inc.",JP3888300005,2015,4.217e6,430000,05HWGX-E
"Mitsubishi UFJ Financial Group, Inc.",JP3902900004,2015,15421.0,256028,061WXY-E
"Mizuho Financial Group, Inc.",JP3885780001,2015,15603.62,221502.81,05HWBN-E
Mitsui O.S.K. Lines Ltd,JP3362700001,2015,1.8675896e7,55595,05HWKV-E
Monsanto Company,US61166W1018,2015,1.54e6,124000,003108-E
Mobimo,CH0011108872,2015,10261.0,,05LMPT-E
Molson Coors Brewing Company,US60871R2094,2015,159988.0,94768,006W68-E
Modern Times Group MTG AB,SE0000412363,2015,1279.0,6015,003J8W-E
Molex Incorporated,US6085541018,2015,14169.0,304496,000Q51-E
Mondi PLC,GB00B1CRLC47,2015,4.624152e6,1424066,06SRGX-E
Morrison Supermarkets,GB0006043169,2015,507552.0,618735,004TXG-E
Moody's Corporation,US6153691059,2015,0.0,5488,000HSZ-E
The Mosaic Company,US61945C1036,2015,2.960162e6,1823090,0BT29H-E
Morgan Advanced Materials,GB0006027295,2015,133100.0,244100,003JPP-E
Morgan Sindall Group plc,GB0008085614,2015,23505.83,8081.21,05J10J-E
MOOG INC,US6153942023,2015,0.0,0,000Q68-E
Morgan Stanley,US6174464486,2015,33870.0,264170,0013TZ-E
MTN Group,ZAE000042164,2015,645428.0,651233,05HWNS-E
MTR Corporation,HK0066009694,2015,51752.0,,003L1W-E
MGP Ingredients Inc,US55303J1060,2015,84513.0,15759,0C9SZX-E
MTU Aero Engines Holding AG,DE000A0D9PT0,2015,41754.0,68584,064R02-E
Murata Mfg. Co.,JP3914400001,2015,121100.0,936500,05HWBV-E
Murray & Roberts Holdings Limited,ZAE000073441,2015,54249.0,19691,05J0DY-E
"Nankai Electric Railway Co., Ltd.",JP3653000004,2015,100646.0,,05HX4Y-E
Nampak Ltd,ZAE000071676,2015,162422.89,379839.61,05HYVF-E
BANDAI NAMCO Holdings Inc.,JP3778630008,2015,0.0,61731,067XQL-E
Nanya Technology Corp,TW0002408002,2015,51261.0,218972,05HWLN-E
National Australia Bank,AU000000NAB4,2015,23052.0,162029,000QVD-E
National Bank of Canada,CA6330671034,2015,2615.0,4026,00200H-E
National Express Group Plc,GB0006215205,2015,765434.0,66317,05HX8P-E
NCC,SE0000118952,2015,208141.0,33348,05HZLZ-E
Natixis SA,FR0000120685,2015,2640.0,3732,06GTV0-E
Navistar International Corporation,US63934E1082,2015,111450.0,229774,000R4P-E
NEC Corporation,JP3733000008,2015,59038.65,0,002RPP-E
Renesas Electronics Corporation,JP3164720009,2015,226000.0,1061000,09MW6Y-E
Nedbank Limited,ZAE000004875,2015,417.99,156495.91,003RMC-E
Neste Oyj,FI0009013296,2015,2.934991e6,452921,05LP7T-E
Nestlé,CH0038863350,2015,3.704351e6,3926377,001XQ4-E
Netcare Limited,ZAE000011953,2015,56662.0,257479,05HZLF-E
NetApp Inc.,US64110D1046,2015,7806.0,123562,0758Z9-E
Clicks Group Ltd,ZAE000134854,2015,2743.0,90545,05J16J-E
Nexans,FR0000044448,2015,139353.0,234794,05HZN9-E
Newcrest Mining,AU000000NCM7,2015,1.547985e6,841898,05HX7C-E
Newmont Mining Corporation,US6516391066,2015,3.830941e6,1682850,000R9Z-E
Newell Rubbermaid Inc.,US6512291062,2015,17899.19,225586.24,002FH6-E
"NGK Spark Plug Co., Ltd.",JP3738600000,2015,62638.0,222464,05HWRF-E
NH Hotel Group,ES0161560018,2015,75574.0,,003LLD-E
Nidec Corporation,JP3734800000,2015,76430.01,544510.86,003HN5-E
Nexity,FR0010112524,2015,252.33,1390.87,05X2QH-E
Niko Resources Ltd.,CA6539051095,2015,13726.93,1098.98,003P1M-E
Nikon Corporation,JP3657400002,2015,24210.0,191865,05HWH2-E
NIKE Inc.,US6541061031,2015,16740.0,187318,000RBW-E
Nippon Telegraph & Telephone Corporation (NTT),JP3735400008,2015,227809.0,4942063,00231G-E
NiSource Inc.,US65473P1057,2015,1.2299409e7,105598,002HW9-E
NH Foods Ltd.,JP3743000006,2015,277135.0,331501,05HWL6-E
"Nippon Kayaku Co., Ltd.",JP3694400007,2015,25266.0,0,05HXRJ-E
Nippon Yusen Kaisha Line,JP3753000003,2015,2.111215847e7,27426.06,05HWGS-E
"Nomura Holdings, Inc.",JP3762600009,2015,2979.0,85754,003JS5-E
"Nissan Chemical Industries, Ltd.",JP3670800006,2015,351988.0,110203,05HXF8-E
Nokia Group,FI0009000681,2015,7000.0,225500,000RCG-E
"Nissan Motor Co., Ltd.",JP3672400003,2015,928236.0,3111678,05HK04-E
Nitto Denko Corporation,JP3684000007,2015,397144.0,440750,05HWFZ-E
Nisshinbo Holdings Inc.,JP3678000005,2015,270200.0,220181,05HXHJ-E
Nobia,SE0000949331,2015,22083.0,19344,05JY70-E
"Noble Energy, Inc.",US6550441058,2015,2.227565e6,18363,000RC9-E
Norsk Hydro,NO0005052605,2015,9.583907e6,3539623,002CDF-E
Nordea Bank,SE0000427361,2015,0.0,24960,05G6NT-E
"Nomura Research Institute, Ltd.",JP3762800005,2015,1685.86,84473.04,05HWDZ-E
Norfolk Southern Corp.,US6558441084,2015,5.266493e6,250526,000RD2-E
Nordex SE,DE000A0D6554,2015,5865.0,5179.4,05HR9D-E
"Nordstrom, Inc.",US6556641008,2015,46815.4,245011.7,000RD1-E
Northam Platinum Ltd,ZAE000030912,2015,36080.0,767835,05HZN7-E
Eversource Energy,US30040W1080,2015,1.623264e6,571073,001FBC-E
Northern Trust,US6658591044,2015,3130.48,46193,000RFJ-E
Northrop Grumman Corp,US6668071029,2015,145368.0,433105,0034R9-E
Norwegian Property ASA,NO0010317811,2015,2.0,4129,06G7R5-E
Novo Nordisk A/S,DK0060534915,2015,31253.0,169541,003G89-E
Novozymes A/S,DK0060336014,2015,39518.0,413095,003P21-E
Novartis,CH0012005267,2015,533736.0,1085252,05FGM6-E
Novatek OAO,RU000A0DKVS5,2015,4.402578e6,,05V8B0-E
NRG Energy Inc,US6293775085,2015,8.9214053e7,237007,0013YQ-E
NSK Ltd.,JP3720800006,2015,139104.0,880049,05HWLM-E
NTT Data Corporation,JP3165700000,2015,6073.0,238679,05HWC7-E
"NTT DOCOMO, INC.",JP3165650007,2015,68211.0,1527693,05GPKS-E
NTN Corporation,JP3165600002,2015,97263.0,284988,05HWV9-E
NTT Urban Development Corporation,JP3165690003,2015,7274.0,93588,05SRYP-E
NVIDIA Corporation,US67066G1040,2015,2419.0,51199,00208X-E
Obayashi Corporation,JP3190000004,2015,253077.0,80536,05HWNR-E
Obrascon Huarte Lain (OHL),ES0142090317,2015,197757.17,71768.01,05HKW1-E
OC Oerlikon,CH0000816824,2015,1549.0,,05HWY5-E
OC Oerlikon,CH0000816824,2015,1549.0,,06K54J-E
Occidental Petroleum Corporation,US6745991058,2015,9.28e6,4840000,000SSF-E
Odontoprev S/A,BRODPVACNOR4,2015,0.0,,05WSNB-E
"Office Depot, Inc.",US6762201068,2015,85000.0,347000,000SSV-E
Odfjell SE,NO0003399909,2015,1.383427e6,20513,05J0LR-E
Österreichische Post AG,AT0000APOST4,2015,44566.0,8708,05L2W1-E
Old Mutual Group,GB00B77J0862,2015,17700.0,485028,002YVZ-E
OGE Energy Corp.,US6708371033,2015,1.6753881e7,258056,000STT-E
OGE Energy Corp.,US6708371033,2015,1.6753881e7,258056,001FW2-E
PJSC OGK-2,RU000A0JNG55,2015,3.9749322e7,,009LD9-E
Oil Search,PG0008579883,2015,952900.71,4559.66,05HZ1N-E
Olympus Corporation,JP3201200007,2015,13563.0,,05HWHD-E
OMV AG,AT0000743059,2015,1.1876878e7,364084.3,003JKC-E
Arrium,AU000000ARI0,2015,2.995828e6,1438538,003QRN-E
Omnicom Group Inc.,US6819191064,2015,63398.0,76532,000SVP-E
ON Semiconductor,US6821891057,2015,834691.0,435951,002S9J-E
OMRON Corporation,JP3197800000,2015,72485.0,,05HWH9-E
SingTel,SG1T75931496,2015,7243.0,557665,0010HR-E
"Ono Pharmaceutical Co., Ltd.",JP3197600004,2015,8547.25,14886.76,05HWGY-E
Oracle Corporation,US68389X1054,2015,11741.0,412628,000SY8-E
"Osaka Gas Co., Ltd.",JP3180400008,2015,3.917e6,286000,05HWF9-E
Origin Energy,AU000000ORG5,2015,1.6918117e7,408593,003KJL-E
Orkla ASA,NO0003733800,2015,109093.7,43335.1,003J37-E
Ormat Technologies Inc,US6866881021,2015,12356.09,2285.89,00650X-E
ORIX Corporation,JP3200450009,2015,236954.0,0,002N2Z-E
Outokumpu Oyj,FI0009002422,2015,1.158761e6,1015784,05HHKF-E
Owens Corning,US6907421019,2015,2.340849e6,1348238.53,06KNS6-E
Pall Corporation,US6964293079,2015,28059.0,98263,000T3J-E
PanAust,AU000000PNA4,2015,185741.0,57820,05JRRC-E
Panasonic Corporation,JP3866800000,2015,428750.0,1991076,001RJ7-E
Panalpina Welttransport Holding AG,CH0002168083,2015,15482.0,,05LS6N-E
Parker-Hannifin Corporation,US7010941042,2015,66299.0,509732,000T4W-E
Peab AB,SE0000106205,2015,165651.7,296.5,05HZW8-E
Pearson,GB0006776081,2015,22343.0,88381,002ZV7-E
Pengrowth Energy Corporation,CA70706P1045,2015,1.1739683e6,425034.3,0BCB9M-E
Pennon Group,GB00B18V8630,2015,1.351192e6,157089,05HX59-E
Pernod Ricard,FR0000120693,2015,269525.01,107696.57,003JKK-E
Perpetual Investments,AU000000PPT9,2015,18.4,2552.7,001PHW-E
"PerkinElmer, Inc.",US7140461093,2015,17291.0,20798,002P6D-E
"PepsiCo, Inc.",US7134481081,2015,2.73766e6,1286545,000T99-E
Persimmon,GB0006825383,2015,27649.0,3909,05HWVT-E
Petroleum Geo-Services ASA,NO0010199151,2015,412233.0,18164,0011ZB-E
Petróleo Brasileiro SA - Petrobras,BRPETRACNPR6,2015,7.688502654e7,780249.39,003LG0-E
PG&E Corporation,US69331C1080,2015,4.894679e6,1592047,001274-E
PG&E Corporation,US69331C1080,2015,4.894679e6,1592047,000T0Q-E
Pfizer Inc.,US7170811035,2015,875274.0,625591,000TBT-E
Koninklijke Philips NV,NL0000009538,2015,260243.0,496492,000TCK-E
Philip Morris International,US7181721090,2015,361720.0,448220,072GKL-E
Pick 'n Pay Stores Ltd,ZAE000005443,2015,85592.74,718716.53,05HYXX-E
Pinnacle West Capital Corporation,US7234841010,2015,1.3580663e7,8289,000TFT-E
Pioneer Corporation,JP3780200006,2015,8265.27,81441.26,001NL0-E
Piramal Enterprises,INE140A01024,2015,30268.0,47681,05J1KP-E
Pitney Bowes Inc.,US7244791007,2015,28747.0,47155,000TH5-E
"PNC Financial Services Group, Inc.",US6934751057,2015,45970.0,296893,000TJ9-E
Platinum Asset Management,AU000000PTM6,2015,0.0,1528.8,05SRXN-E
Plum Creek Timber Co. Inc.,US7292511083,2015,43130.0,95776,002KXV-E
Porto Seguro S.A.,BRPSSAACNOR7,2015,1253.27,5482.85,006PSY-E
Polymetal,JE00B6T5S470,2015,244271.0,428045,0C471F-E
"PPG Industries, Inc.",US6935061076,2015,1.043e6,980000,000TLX-E
POSCO,KR7005490008,2015,6.815e7,4190000,001YDC-E
Kering,FR0000121485,2015,17716.0,0,05HFMZ-E
Potash Corporation of Saskatchewan Inc.,CA73755L1076,2015,7.787e6,1800000,000TKN-E
Power Corporation of Canada,CA7392391016,2015,15572.0,12859,003N6X-E
Power Financial Corporation,CA73927C1005,2015,13332.0,12845,05H65P-E
Premier Farnell,GB0003318416,2015,3533.0,13778,001KKD-E
PPC Ltd,ZAE000170049,2015,4.016916e6,548642,05HZV7-E
Premier Oil,GB00B43G0577,2015,822330.0,1000,05HZ8X-E
"Principal Financial Group, Inc.",US74251V1026,2015,6216.46,48424.8,001K97-E
Procter & Gamble Company,US7427181091,2015,2.304e6,,000TRY-E
Prologis,US74340W1036,2015,2263.83,4753.61,0BTZL3-E
Provident Financial plc,GB00B1Z4ST84,2015,1405.0,3207,05HLT4-E
Prudential PLC,GB0007099541,2015,17254.0,91386,000TWC-E
PSP Swiss Property AG,CH0018294154,2015,10806.0,2953,05HYW0-E
PTT Exploration & Production Public Company Limited,TH0355A10Z04,2015,4.885952e6,4228,003Q3P-E
"Prudential Financial, Inc.",US7443201022,2015,6491.0,62554,00371D-E
Prysmian SpA,IT0004176001,2015,225154.0,493513,0685XQ-E
Qantas Airways,AU000000QAN2,2015,1.1707405e7,174918,05HWHC-E
PUMA SE,DE0006969603,2015,6313.0,27444,05HSK3-E
PZ Cussons,GB00B19Z1432,2015,75078.0,19514,05J0LH-E
Quebecor Inc.,CA7481932084,2015,15045.06,612.79,001B5B-E
Qisda,TW0002352002,2015,2367.45,69727.64,05HWK8-E
QLogic Corp.,US7472771010,2015,153.0,5379,0017JW-E
Quest Diagnostics Incorporated,US74834L1008,2015,83929.0,145724,001CGF-E
Red Eléctrica S.A.U,ES0173093024,2015,33662.0,808347,05HX4N-E
Range Resources Corp.,US75281A1097,2015,287698.0,,00266T-E
Raiffeisen Bank International AG,AT0000606306,2015,6501.0,,09WND4-E
Randgold Resources,GB00B01C3S32,2015,702146.65,68339.68,003ZTN-E
Rathbone Brothers plc,GB0002148343,2015,301.0,1332,05HZMT-E
Raytheon Company,US7551115071,2015,89785.0,399566,000V98-E
Redefine Properties Ltd,ZAE000190252,2015,980.0,32696,09KLWK-E
Recall Holdings,AU000000REC5,2015,15800.0,22970,0DF7WY-E
Reckitt Benckiser,GB00B24CGK77,2015,72768.0,221313,05HG2T-E
RELX Group Plc,GB00B2B0DG97,2015,7446.0,95947,002118-E
REGAL BELOIT,US7587501039,2015,3253.32,182953.9,000VBT-E
Renault,FR0000131906,2015,662478.0,648112,05HDYJ-E
Remy Cointreau,FR0000130395,2015,6609.0,1598,05HX5S-E
Remgro,ZAE000026480,2015,409448.77,431682.34,05HWJ2-E
REN - Redes Energéticas Nacionais,PTREL0AM0008,2015,20357.0,132256,06PHWQ-E
"Rengo Co., Ltd.",JP3981400009,2015,904189.0,268033,05HT4M-E
Renishaw,GB0007323586,2015,3795.81,19188.01,05HZJB-E
Repsol,ES0173516115,2015,2.1068516e7,574163,05DZH8-E
"Republic Services, Inc.",US7607591002,2015,1.4946324e7,283696,0022QP-E
BlackBerry Limited,CA09228F1036,2015,11268.0,43510,002TMH-E
Rentokil Initial,GB00B082RF11,2015,186067.0,23036,003JV0-E
Reunert,ZAE000057428,2015,6099.97,44015.99,05HZST-E
"Ricoh Co., Ltd.",JP3973400009,2015,178148.0,320267,00337J-E
Rexam,GB00BMHTPY25,2015,210411.0,472236,002TMK-E
Reynolds American Inc.,US7617131062,2015,107501.0,140028,005CPH-E
Rexel,FR0010451203,2015,77905.0,45342,000VF7-E
Ritchie Bros. Auctioneers Incorporated,CA7677441056,2015,11060.0,7503,001SSL-E
Rio Tinto,GB0007188757,2015,1.98e7,12000000,000VLZ-E
Rinnai Corporation,JP3977400005,2015,35611.64,36005.76,05HX7V-E
Roche Holding AG,CH0012032048,2015,379457.0,408078,000VJ8-E
RONA inc.,CA7762491040,2015,45673.0,34506,003P38-E
"Rockwell Collins, Inc.",US7743411016,2015,16297.0,106181,00375R-E
ROCKWOOL International A/S,DK0010219153,2015,1.24029e6,332963,05J1DS-E
Rockwell Automation,US7739031091,2015,43900.0,93400,000VJS-E
"Rohm Co., Ltd.",JP3982800009,2015,42903.68,515535.15,05HWBS-E
Rolls-Royce,GB00B63H8491,2015,305000.0,358000,00D76C-E
Rolls-Royce,GB00B63H8491,2015,305000.0,358000,05HK9X-E
Royal Caribbean Cruises Ltd,LR0008862868,2015,4.443634e6,10813,001JWC-E
Royal Bank of Scotland Group,GB00B7T77214,2015,34736.0,326956,0030BD-E
Rostelecom,RU0008943394,2015,220621.83,1147929.64,05HXL2-E
Royal Bank of Canada,CA7800871021,2015,25640.0,84285,0018FV-E
RSA Insurance Group,GB00BKKMKR23,2015,6115.0,17275,05G5M5-E
Koninklijke KPN NV (Royal KPN),NL0000009082,2015,29263.0,0,003K16-E
Royal Mail Group,GB00BDVZYZ77,2015,518607.0,152232,0980K1-E
Royal Dutch Shell,GB00B03MLX29,2015,7.2e7,9000000,066L2H-E
RusHydro JSC,RU000A0JPKH7,2015,3.6307862e7,,06YTNL-E
Groupe SEB,FR0000121709,2015,56876.0,183034,05HX6D-E
"Ryder System, Inc.",US7835491082,2015,684593.0,145540,000VMV-E
SABMiller,GB0004835483,2015,764204.0,864786,003J3N-E
SAAB,SE0000112385,2015,13235.0,36867,0033BD-E
Safeway Inc.,US7865142084,2015,1.2707389e6,1515436.8,000VNZ-E
Safran,FR0000073272,2015,226561.0,299429,05HWQV-E
SAFT,FR0010208165,2015,8203.0,3240,007CMS-E
Sage Group,GB00B8C3BL03,2015,10887.15,15078.25,002RF2-E
Saint-Gobain,FR0000125007,2015,9.528115e6,3619635,002X73-E
salesforce.com,US79466L3024,2015,3185.0,131731,0058W5-E
Samsung Heavy Industries Co Ltd,KR7010140002,2015,200441.0,226737,05HXS4-E
Samsung Engineering,KR7028050003,2015,140005.0,15182,05J2JD-E
Samsung Fire & Marine Insurance,KR7000810002,2015,5654.0,25912,05HWK4-E
Samsung Electronics,KR7005930003,2015,2.445e6,7747000,000VPP-E
"Samsung Electro-Mechanics Co., Ltd.",KR7009150004,2015,62725.0,914035,05HWH0-E
Samsung SDI,KR7006400006,2015,92964.0,553289,05HWHV-E
Samsung Securities,KR7016360000,2015,855.0,5106,05HWPG-E
Sandvik AB,SE0000667891,2015,194817.0,,003PSQ-E
SanDisk Corporation,US80004C1018,2015,1828.0,170829,0016MB-E
Sappi,ZAE000006284,2015,3.790638e6,,003H35-E
Sapporo Holdings Limited,JP3320800000,2015,100944.0,140429,05HXGT-E
SANOFI,FR0000120578,2015,464199.0,610239,005M9Z-E
"Santen Pharmaceutical Co., Ltd.",JP3336000009,2015,13937.0,17903,05HXHT-E
Sanmina Corporation,US8010561020,2015,73862.0,330029,000VQ6-E
Saputo Inc.,CA8029121057,2015,382601.0,351589,003MY3-E
Santos,AU000000STO6,2015,4.348198e6,32958,003HSQ-E
Sanoma,FI0009007694,2015,10980.0,,05HX60-E
Santam Ltd,ZAE000093779,2015,29.09,6826.77,05HZLT-E
SAP SE,DE0007164600,2015,160674.0,167050,05HDZK-E
SCA,SE0000112724,2015,1.589e6,1444000,003JQN-E
SAS,SE0003366871,2015,3.826742e6,24107,05HXCC-E
Sasol Limited,ZAE000006896,2015,6.17064e7,8064831,05HWDM-E
SBM Offshore,NL0000360618,2015,5.981768e6,3859,05HWSC-E
Schindler Holding AG,CH0024638196,2015,134219.0,35777,05HWZT-E
Schneider Electric,FR0000121972,2015,90054.0,377633,05HFTC-E
Scripps Networks Interactive Inc.,US8110651010,2015,631.0,11991,00B36T-E
Schibsted ASA,NO0003028904,2015,1578.8,2945.6,05HXQY-E
Schroders,GB0002405495,2015,539.43,6495.95,05FWJ3-E
SSE,GB0007908733,2015,1.1020861e7,1138417,05HGHY-E
Seagate Technology LLC,IE00B58JVZ52,2015,281108.0,979311,0037KG-E
Sears Holdings Corporation,US8123501061,2015,246508.0,1342710,006N1R-E
"Secom Co., Ltd.",JP3421800008,2015,35082.99,31470.1,05HWCF-E
Sealed Air Corp.,US81211K1007,2015,250745.0,424486,000VWG-E
Securitas AB,SE0000163594,2015,93148.0,20435,002DG3-E
Sega Sammy Holdings Inc.,JP3419050004,2015,10658.0,100449,006FXC-E
SEGRO,GB00B5ZN1N88,2015,5755.0,21438,05HM5J-E
"Sekisui Chemical Co., Ltd.",JP3419400001,2015,165921.64,656434.56,05HWV5-E
"Sekisui House, Ltd.",JP3420600003,2015,85888.81,44594,05HWFX-E
Sempra Energy,US8168511090,2015,8.239049e6,289961,00247H-E
Sempra Energy,US8168511090,2015,8.239049e6,289961,002834-E
Seiko Epson Corporation,JP3414750004,2015,98536.63,410725.39,05L8P1-E
Serco Group,GB0007973794,2015,162198.0,136789,05HX0L-E
Ses,LU0088087324,2015,5455.41,24394.78,05H85D-E
Severn Trent,GB00B1FH8J72,2015,156979.0,337028,003K5J-E
"Seven & I Holdings Co., Ltd.",JP3422950000,2015,116976.0,,063DPQ-E
Vedanta Ltd,INE205A01025,2015,3.9391412e7,1562376,0CLCCP-E
Severfield,GB00B27YGJ97,2015,4880.0,5853,05J425-E
"Seven Bank, Ltd.",JP3105220002,2015,0.0,705,06RM1F-E
SGS SA,CH0002497458,2015,111362.0,190783,05HWM3-E
Shaftesbury,GB0007990962,2015,76.0,1455,05HZBG-E
Shangri-La Asia,BMG8063F1068,2015,150733.0,830472,003NLB-E
Renewi,GB0007995243,2015,495000.0,163000,05HZ7C-E
Renewi,GB0007995243,2015,495000.0,163000,0GWKJ4-E
Shimizu Corporation,JP3358800005,2015,206011.0,56253,05HWKQ-E
"Shin-Etsu Chemical Co., Ltd.",JP3371200001,2015,1.59296842e6,4406808.69,05HWBT-E
Sherwin-Williams Company,US8243481061,2015,286408.0,299916,000WF5-E
"Shiseido Co., Ltd.",JP3351600006,2015,28613.0,60010,003JV2-E
Shinhan Financial Group,KR7055550008,2015,17097.98,82958.9,05HWGV-E
Shree Cement,INE070A01015,2015,1.1651464e7,151345,05JBYG-E
Siemens AG,DE0007236101,2015,844593.0,,002Q21-E
Sims Metal Management,AU000000SGM7,2015,105213.0,120835,05J06R-E
Siliconware Precision Industries Co.,TW0002325008,2015,19160.65,426352.22,003L00-E
Wheaton Precious Metals,CA9628791027,2015,0.0,35.28,0612T2-E
Simon Property Group,US8288061091,2015,22923.0,357770,0015NZ-E
SK Telecom,KR7017670001,2015,8447.35,677686.82,002H82-E
Singapore Technologies Engineering,SG1F60858221,2015,29334.0,54299,05HWJT-E
Skanska AB,SE0000113250,2015,330758.0,49207,05HLG7-E
SNC-Lavalin Group Inc.,CA78460T1057,2015,55969.02,17614.92,003QDH-E
Smith & Nephew,GB0009223206,2015,11011.0,77191,003LSR-E
Smiths Group,GB00B1WY2338,2015,13806.0,81026,05HHKX-E
Snam S.P.A,IT0003153415,2015,1.907258e6,38512,05HWFH-E
Smurfit Kappa Group PLC,IE00B1RR8406,2015,2.607e6,678000,009310-E
Solvay S.A.,BE0003470755,2015,1.1377712e7,2958650,002K83-E
SOCO International Plc,GB00B572ZV91,2015,98974.0,28,05J0ZV-E
SHI International Corp.,US78423F1012,2015,277.0,3090,05JTL9-E
Societe Generale,FR0000130809,2015,30839.0,202418,05FWBG-E
Sodexo,FR0000121220,2015,109544.0,75718,0021DS-E
Solar AS,DK0010274844,2015,4752.0,6542,06FVBQ-E
S-Oil Corp,KR7010950004,2015,6.38047e6,985632,003M5F-E
Melia Hotels International SA,ES0176252718,2015,47945.0,163905,05HX58-E
Sonae,PTSON0AM0001,2015,45422.0,,05J6ZZ-E
Sony Corporation,JP3435000009,2015,324130.45,1044367.33,001CJR-E
Sonova Holding AG,CH0012549785,2015,5685.0,21502,05HXCN-E
"Sompo Holdings, Inc",JP3165000005,2015,18558.0,2226,09MHY7-E
Sonic Healthcare,AU000000SHL7,2015,8326.0,59645,05HYTQ-E
Southwest Airlines Co.,US8447411088,2015,1.8731062e7,48810,000WR8-E
Sprint Corporation,US85207U1051,2015,47449.0,1065718,0D7N1X-E
Sponda Plc,FI0009006829,2015,0.0,55945,05HZJX-E
Speedy Hire Plc,GB0000163088,2015,17403.61,5409.79,05J1L5-E
SSAB,SE0000171100,2015,9.437485e6,1126681,05HXP7-E
Standard Chartered,GB0004082847,2015,16904.0,184912,003J9T-E
St. James Place,GB0007669376,2015,764.0,1984,05HWZ6-E
Stagecoach Group,GB00B6YTLS95,2015,995701.0,270825,05HX5X-E
Standard Bank Group,ZAE000109815,2015,14197.0,273691,05HSJH-E
Starbucks Corporation,US8552441094,2015,329002.0,1010316,000WW4-E
"Starwood Hotels & Resorts Worldwide, Inc",US85590A4013,2015,519342.67,2251117.85,0020FC-E
"Staples, Inc.",US8550301027,2015,90233.0,306843,000WVZ-E
StarHub,SG1V12936232,2015,1932.0,54774,006DR9-E
"Stanley Black & Decker, Inc.",US8545021011,2015,95806.0,283597,088S35-E
"Stanley Black & Decker, Inc.",US8545021011,2015,95806.0,283597,000WVV-E
Stantec Inc.,CA85472N1096,2015,7953.0,39629,003MYN-E
State Street Corporation,US8574771031,2015,10645.0,100861,000WX2-E
Stockland,AU000000SGP0,2015,26368.0,98134,05HWP7-E
Steelcase,US8581552036,2015,58064.0,93530,001VRS-E
Stepan Company,US8585861003,2015,124410.0,93773,000WXW-E
Steinhoff International Holdings,NL0011375019,2015,58624.14,219715.3,05HYWL-E
